,1,2,3,4
401056252,68,71,71.0,83.0
401056503,74,72,,
401056504,70,66,70.0,64.0
401056505,70,67,74.0,71.0
401056506,72,70,,
401056510,71,66,70.0,67.0
401056511,71,70,67.0,
401056512,73,80,,
401056513,70,66,69.0,72.0
401056514,69,73,67.0,72.0
401056515,77,73,,
401056520,78,67,,
401056522,69,81,,
401056523,73,69,74.0,73.0
401056525,73,69,69.0,71.0
401056526,71,73,,
401056528,71,67,74.0,74.0
401056545,68,64,69.0,68.0
401056546,68,72,68.0,70.0
401056548,67,70,70.0,68.0
401056549,66,72,70.0,73.0
401056550,73,69,71.0,76.0
401056551,68,72,69.0,67.0
401056555,70,69,,
401056557,68,73,,
401056558,71,73,,
