,1,2,3,4
401056252,69,76,,
401056503,72,67,77.0,68.0
401056504,66,72,68.0,69.0
401056505,69,67,72.0,73.0
401056506,76,70,,
401056510,68,65,68.0,65.0
401056511,73,66,69.0,
401056512,68,72,75.0,74.0
401056514,72,72,72.0,
401056517,74,71,67.0,70.0
401056520,69,70,71.0,71.0
401056523,79,73,,
401056525,73,72,,
401056526,73,71,,
401056544,70,69,68.0,73.0
401056545,69,66,68.0,68.0
401056546,65,68,66.0,69.0
401056548,70,68,64.0,72.0
401056549,69,73,,
401056550,68,70,73.0,72.0
401056551,69,66,65.0,68.0
401056555,65,72,,64.0
401056557,73,69,,
401056558,70,66,67.0,77.0
401148233,69,66,66.0,66.0
401148234,70,67,63.0,70.0
401148235,71,67,67.0,76.0
401148236,71,67,,
401148237,70,74,72.0,67.0
401148242,73,72,,
401148243,67,63,66.0,68.0
401155413,72,75,72.0,70.0
401155418,72,70,,
401155419,67,68,68.0,70.0
401155420,74,77,,
401155421,70,71,69.0,70.0
401155423,69,69,70.0,73.0
401155424,71,66,72.0,67.0
401155427,75,74,,
401155459,71,70,,
401155460,73,70,,
401155461,75,70,72.0,79.0
401155466,70,70,,
401155473,67,67,73.0,74.0
401155474,65,71,69.0,67.0
401155475,70,75,67.0,69.0
401155476,71,65,70.0,66.0
401219333,71,74,77.0,82.0
401219478,70,68,69.0,75.0
401219481,71,72,,
401219498,65,69,69.0,68.0
401219794,64,73,70.0,71.0
401219795,68,67,68.0,67.0
401219796,71,70,67.0,69.0
401219797,64,70,66.0,72.0
401219801,76,73,,
401219802,73,70,,
401223849,79,66,,
401242996,75,66,67.0,68.0
401242997,66,70,68.0,69.0
401242999,78,73,,
401243001,68,71,76.0,70.0
401243002,69,72,70.0,71.0
401243004,68,76,72.0,76.0
401243005,71,74,,
401243009,68,74,69.0,69.0
401243010,74,73,71.0,74.0
401243011,72,69,,
401243419,66,68,73.0,71.0
401243420,73,77,,
