,1,2,3,4
401056252,72,73,,
401056503,67,72,71.0,70.0
401056504,65,66,68.0,68.0
401056505,75,73,,
401056506,71,67,66.0,67.0
401056510,71,70,,
401056511,66,70,68.0,71.0
401056512,69,68,72.0,71.0
401056513,71,75,,
401056515,72,71,,
401056517,75,69,69.0,75.0
401056520,75,82,,
401056521,74,75,,
401056523,72,73,,
401056525,75,68,,
401056526,72,70,73.0,72.0
401056545,73,72,,
401056546,76,68,,
401056548,71,69,,
401056549,65,68,71.0,70.0
401056550,76,70,,
401056551,72,73,,
401056554,76,73,,
401056555,67,69,,71.0
401056557,70,70,,
401056558,68,70,67.0,67.0
401148233,69,65,77.0,70.0
401148234,65,72,69.0,72.0
401148235,76,69,,
401148237,72,68,72.0,71.0
401148240,68,70,68.0,70.0
401148242,71,64,67.0,70.0
401148243,73,70,,
401155418,75,75,,
401155419,71,76,71.0,
401155420,75,70,,
401155422,67,74,72.0,
401155425,69,68,69.0,72.0
401155426,77,74,,
401155460,72,73,,
401155466,69,68,,
401155472,73,69,,
401155473,75,75,,
401219480,68,72,69.0,70.0
401219793,74,70,,
401219794,71,73,,
401219799,67,74,72.0,72.0
401219801,65,63,67.0,68.0
401223849,72,75,,
401242996,67,72,72.0,76.0
401242997,69,66,72.0,67.0
401242998,68,76,,
401242999,72,70,,
401243001,73,73,,
401243004,78,70,,
401243005,76,71,,
401243006,69,66,70.0,71.0
401243010,75,75,,
401243011,68,69,74.0,71.0
401243420,71,74,,
