,1,2,3,4
401155426,75,77.0,,
401219793,72,69.0,,
401219794,69,69.0,74.0,66.0
401219795,66,72.0,,
401219799,72,71.0,71.0,71.0
401219800,74,77.0,,
401219801,64,66.0,70.0,66.0
401219802,70,66.0,69.0,70.0
401242998,80,,,
401242999,74,71.0,,
401243001,71,74.0,,
401243004,81,70.0,,
401243006,69,65.0,72.0,69.0
401243008,75,75.0,,
401243009,64,76.0,71.0,72.0
401243011,69,68.0,68.0,71.0
401243401,69,79.0,,
401243433,71,68.0,69.0,68.0
