,1,2,3,4
401056252,70,72,,
401056503,77,70,,
401056504,71,70,,
401056505,72,72,,
401056506,68,71,69.0,70.0
401056511,70,67,68.0,70.0
401056512,74,75,,
401056513,73,71,,
401056514,66,73,73.0,78.0
401056515,71,70,79.0,76.0
401056520,77,78,,
401056523,71,75,,
401056526,75,72,,
401056528,72,69,73.0,77.0
401056545,71,73,,
401056546,68,66,70.0,70.0
401056548,71,69,,
401056549,69,69,67.0,69.0
401056550,71,72,68.0,71.0
401056551,71,73,,
401056555,69,68,,69.0
401056556,74,74,,
401056557,71,72,,
401056558,70,74,,
